,image,subject,scanner,type,view
0,freesurfer/s03-bas-si-prisma-7-mprage-20140518/s03-bas-si-prisma-7-mprage-20140518_z.png,s03,bas-prisma-mprage,freesurfer,Axial
1,freesurfer/s03-bas-si-prisma-7-mprage-20140518/s03-bas-si-prisma-7-mprage-20140518_x.png,s03,bas-prisma-mprage,freesurfer,Sagittal
2,freesurfer/s03-bas-si-prisma-7-mprage-20140518/s03-bas-si-prisma-7-mprage-20140518_y.png,s03,bas-prisma-mprage,freesurfer,Coronal
3,freesurfer/s10-mil-ph-intera-401-sense-20140514/s10-mil-ph-intera-401-sense-20140514_x.png,s10,mil-intera-sense,freesurfer,Sagittal
4,freesurfer/s10-mil-ph-intera-401-sense-20140514/s10-mil-ph-intera-401-sense-20140514_y.png,s10,mil-intera-sense,freesurfer,Coronal
5,freesurfer/s10-mil-ph-intera-401-sense-20140514/s10-mil-ph-intera-401-sense-20140514_z.png,s10,mil-intera-sense,freesurfer,Axial
6,freesurfer/s02-osl-ge-signa-7-fspgr-20140522/s02-osl-ge-signa-7-fspgr-20140522_y.png,s02,osl-signa-fspgr,freesurfer,Coronal
7,freesurfer/s02-osl-ge-signa-7-fspgr-20140522/s02-osl-ge-signa-7-fspgr-20140522_x.png,s02,osl-signa-fspgr,freesurfer,Sagittal
8,freesurfer/s02-osl-ge-signa-7-fspgr-20140522/s02-osl-ge-signa-7-fspgr-20140522_z.png,s02,osl-signa-fspgr,freesurfer,Axial
9,freesurfer/s08-ber-si-triotim-5-mprage_r01-20140520/s08-ber-si-triotim-5-mprage_r01-20140520_z.png,s08,ber-triotim-mprage,freesurfer,Axial
10,freesurfer/s08-ber-si-triotim-5-mprage_r01-20140520/s08-ber-si-triotim-5-mprage_r01-20140520_x.png,s08,ber-triotim-mprage,freesurfer,Sagittal
11,freesurfer/s08-ber-si-triotim-5-mprage_r01-20140520/s08-ber-si-triotim-5-mprage_r01-20140520_y.png,s08,ber-triotim-mprage,freesurfer,Coronal
12,freesurfer/s02-bas-si-avanto-19-mprage-20140518/s02-bas-si-avanto-19-mprage-20140518_z.png,s02,bas-avanto-mprage,freesurfer,Axial
13,freesurfer/s02-bas-si-avanto-19-mprage-20140518/s02-bas-si-avanto-19-mprage-20140518_x.png,s02,bas-avanto-mprage,freesurfer,Sagittal
14,freesurfer/s02-bas-si-avanto-19-mprage-20140518/s02-bas-si-avanto-19-mprage-20140518_y.png,s02,bas-avanto-mprage,freesurfer,Coronal
15,freesurfer/s03-bas-si-avanto-15-t1se-20140518/s03-bas-si-avanto-15-t1se-20140518_z.png,s03,bas-avanto-t1se,freesurfer,Axial
16,freesurfer/s03-bas-si-avanto-15-t1se-20140518/s03-bas-si-avanto-15-t1se-20140518_y.png,s03,bas-avanto-t1se,freesurfer,Coronal
17,freesurfer/s03-bas-si-avanto-15-t1se-20140518/s03-bas-si-avanto-15-t1se-20140518_x.png,s03,bas-avanto-t1se,freesurfer,Sagittal
18,freesurfer/s00-bas-si-skyra-16-mprage-20140518/s00-bas-si-skyra-16-mprage-20140518_x.png,s00,bas-skyra-mprage,freesurfer,Sagittal
19,freesurfer/s00-bas-si-skyra-16-mprage-20140518/s00-bas-si-skyra-16-mprage-20140518_y.png,s00,bas-skyra-mprage,freesurfer,Coronal
20,freesurfer/s00-bas-si-skyra-16-mprage-20140518/s00-bas-si-skyra-16-mprage-20140518_z.png,s00,bas-skyra-mprage,freesurfer,Axial
21,freesurfer/s08-sf-si-skyra-14-mprage-20140311/s08-sf-si-skyra-14-mprage-20140311_z.png,s08,sf-skyra-mprage,freesurfer,Axial
22,freesurfer/s08-sf-si-skyra-14-mprage-20140311/s08-sf-si-skyra-14-mprage-20140311_y.png,s08,sf-skyra-mprage,freesurfer,Coronal
23,freesurfer/s08-sf-si-skyra-14-mprage-20140311/s08-sf-si-skyra-14-mprage-20140311_x.png,s08,sf-skyra-mprage,freesurfer,Sagittal
24,freesurfer/s03-ber-si-sonata-5-mprage-20140520/s03-ber-si-sonata-5-mprage-20140520_y.png,s03,ber-sonata-mprage,freesurfer,Coronal
25,freesurfer/s03-ber-si-sonata-5-mprage-20140520/s03-ber-si-sonata-5-mprage-20140520_x.png,s03,ber-sonata-mprage,freesurfer,Sagittal
26,freesurfer/s03-ber-si-sonata-5-mprage-20140520/s03-ber-si-sonata-5-mprage-20140520_z.png,s03,ber-sonata-mprage,freesurfer,Axial
27,freesurfer/s00-bas-si-skyra-10-t1se-20140518/s00-bas-si-skyra-10-t1se-20140518_x.png,s00,bas-skyra-t1se,freesurfer,Sagittal
28,freesurfer/s00-bas-si-skyra-10-t1se-20140518/s00-bas-si-skyra-10-t1se-20140518_y.png,s00,bas-skyra-t1se,freesurfer,Coronal
29,freesurfer/s00-bas-si-skyra-10-t1se-20140518/s00-bas-si-skyra-10-t1se-20140518_z.png,s00,bas-skyra-t1se,freesurfer,Axial
30,freesurfer/s03-osl-ge-signa-7-fspgr-20140521/s03-osl-ge-signa-7-fspgr-20140521_z.png,s03,osl-signa-fspgr,freesurfer,Axial
31,freesurfer/s03-osl-ge-signa-7-fspgr-20140521/s03-osl-ge-signa-7-fspgr-20140521_x.png,s03,osl-signa-fspgr,freesurfer,Sagittal
32,freesurfer/s03-osl-ge-signa-7-fspgr-20140521/s03-osl-ge-signa-7-fspgr-20140521_y.png,s03,osl-signa-fspgr,freesurfer,Coronal
33,freesurfer/s06-sf-si-skyra-7-mprage-20140327/s06-sf-si-skyra-7-mprage-20140327_x.png,s06,sf-skyra-mprage,freesurfer,Sagittal
34,freesurfer/s06-sf-si-skyra-7-mprage-20140327/s06-sf-si-skyra-7-mprage-20140327_y.png,s06,sf-skyra-mprage,freesurfer,Coronal
35,freesurfer/s06-sf-si-skyra-7-mprage-20140327/s06-sf-si-skyra-7-mprage-20140327_z.png,s06,sf-skyra-mprage,freesurfer,Axial
36,freesurfer/s04-bas-si-avanto-7-mprage-20140518/s04-bas-si-avanto-7-mprage-20140518_x.png,s04,bas-avanto-mprage,freesurfer,Sagittal
37,freesurfer/s04-bas-si-avanto-7-mprage-20140518/s04-bas-si-avanto-7-mprage-20140518_y.png,s04,bas-avanto-mprage,freesurfer,Coronal
38,freesurfer/s04-bas-si-avanto-7-mprage-20140518/s04-bas-si-avanto-7-mprage-20140518_z.png,s04,bas-avanto-mprage,freesurfer,Axial
39,freesurfer/s02-ber-si-triotim-5-mprage-20140520/s02-ber-si-triotim-5-mprage-20140520_z.png,s02,ber-triotim-mprage,freesurfer,Axial
40,freesurfer/s02-ber-si-triotim-5-mprage-20140520/s02-ber-si-triotim-5-mprage-20140520_y.png,s02,ber-triotim-mprage,freesurfer,Coronal
41,freesurfer/s02-ber-si-triotim-5-mprage-20140520/s02-ber-si-triotim-5-mprage-20140520_x.png,s02,ber-triotim-mprage,freesurfer,Sagittal
42,freesurfer/s06-bas-si-prisma-4-t1se-20140518/s06-bas-si-prisma-4-t1se-20140518_z.png,s06,bas-prisma-t1se,freesurfer,Axial
43,freesurfer/s06-bas-si-prisma-4-t1se-20140518/s06-bas-si-prisma-4-t1se-20140518_y.png,s06,bas-prisma-t1se,freesurfer,Coronal
44,freesurfer/s06-bas-si-prisma-4-t1se-20140518/s06-bas-si-prisma-4-t1se-20140518_x.png,s06,bas-prisma-t1se,freesurfer,Sagittal
45,freesurfer/s11-mil-ph-intera-401-sense-20140510/s11-mil-ph-intera-401-sense-20140510_z.png,s11,mil-intera-sense,freesurfer,Axial
46,freesurfer/s11-mil-ph-intera-401-sense-20140510/s11-mil-ph-intera-401-sense-20140510_y.png,s11,mil-intera-sense,freesurfer,Coronal
47,freesurfer/s11-mil-ph-intera-401-sense-20140510/s11-mil-ph-intera-401-sense-20140510_x.png,s11,mil-intera-sense,freesurfer,Sagittal
48,freesurfer/s05-bas-si-skyra-15-mprage-20140518/s05-bas-si-skyra-15-mprage-20140518_z.png,s05,bas-skyra-mprage,freesurfer,Axial
49,freesurfer/s05-bas-si-skyra-15-mprage-20140518/s05-bas-si-skyra-15-mprage-20140518_x.png,s05,bas-skyra-mprage,freesurfer,Sagittal
50,freesurfer/s05-bas-si-skyra-15-mprage-20140518/s05-bas-si-skyra-15-mprage-20140518_y.png,s05,bas-skyra-mprage,freesurfer,Coronal
51,freesurfer/s06-mil-ph-intera-401-sense-20140510/s06-mil-ph-intera-401-sense-20140510_z.png,s06,mil-intera-sense,freesurfer,Axial
52,freesurfer/s06-mil-ph-intera-401-sense-20140510/s06-mil-ph-intera-401-sense-20140510_y.png,s06,mil-intera-sense,freesurfer,Coronal
53,freesurfer/s06-mil-ph-intera-401-sense-20140510/s06-mil-ph-intera-401-sense-20140510_x.png,s06,mil-intera-sense,freesurfer,Sagittal
54,freesurfer/s00-bas-si-prisma-4-t1se-20140518/s00-bas-si-prisma-4-t1se-20140518_z.png,s00,bas-prisma-t1se,freesurfer,Axial
55,freesurfer/s00-bas-si-prisma-4-t1se-20140518/s00-bas-si-prisma-4-t1se-20140518_y.png,s00,bas-prisma-t1se,freesurfer,Coronal
56,freesurfer/s00-bas-si-prisma-4-t1se-20140518/s00-bas-si-prisma-4-t1se-20140518_x.png,s00,bas-prisma-t1se,freesurfer,Sagittal
57,freesurfer/s01-mil-ph-intera-401-sense-20140516/s01-mil-ph-intera-401-sense-20140516_z.png,s01,mil-intera-sense,freesurfer,Axial
58,freesurfer/s01-mil-ph-intera-401-sense-20140516/s01-mil-ph-intera-401-sense-20140516_x.png,s01,mil-intera-sense,freesurfer,Sagittal
59,freesurfer/s01-mil-ph-intera-401-sense-20140516/s01-mil-ph-intera-401-sense-20140516_y.png,s01,mil-intera-sense,freesurfer,Coronal
60,freesurfer/s10-mil-ph-intera-1001-mprage-20140514/s10-mil-ph-intera-1001-mprage-20140514_y.png,s10,mil-intera-mprage,freesurfer,Coronal
61,freesurfer/s10-mil-ph-intera-1001-mprage-20140514/s10-mil-ph-intera-1001-mprage-20140514_x.png,s10,mil-intera-mprage,freesurfer,Sagittal
62,freesurfer/s10-mil-ph-intera-1001-mprage-20140514/s10-mil-ph-intera-1001-mprage-20140514_z.png,s10,mil-intera-mprage,freesurfer,Axial
63,freesurfer/s02-ber-si-sonata-5-mprage-20140520/s02-ber-si-sonata-5-mprage-20140520_z.png,s02,ber-sonata-mprage,freesurfer,Axial
64,freesurfer/s02-ber-si-sonata-5-mprage-20140520/s02-ber-si-sonata-5-mprage-20140520_x.png,s02,ber-sonata-mprage,freesurfer,Sagittal
65,freesurfer/s02-ber-si-sonata-5-mprage-20140520/s02-ber-si-sonata-5-mprage-20140520_y.png,s02,ber-sonata-mprage,freesurfer,Coronal
66,freesurfer/s09-bas-si-skyra-6-mprage-20140518/s09-bas-si-skyra-6-mprage-20140518_z.png,s09,bas-skyra-mprage,freesurfer,Axial
67,freesurfer/s09-bas-si-skyra-6-mprage-20140518/s09-bas-si-skyra-6-mprage-20140518_y.png,s09,bas-skyra-mprage,freesurfer,Coronal
68,freesurfer/s09-bas-si-skyra-6-mprage-20140518/s09-bas-si-skyra-6-mprage-20140518_x.png,s09,bas-skyra-mprage,freesurfer,Sagittal
69,freesurfer/s01-bas-si-skyra-16-mprage-20140518/s01-bas-si-skyra-16-mprage-20140518_x.png,s01,bas-skyra-mprage,freesurfer,Sagittal
70,freesurfer/s01-bas-si-skyra-16-mprage-20140518/s01-bas-si-skyra-16-mprage-20140518_y.png,s01,bas-skyra-mprage,freesurfer,Coronal
71,freesurfer/s01-bas-si-skyra-16-mprage-20140518/s01-bas-si-skyra-16-mprage-20140518_z.png,s01,bas-skyra-mprage,freesurfer,Axial
72,freesurfer/s09-bas-si-avanto-21-mprage-20140518/s09-bas-si-avanto-21-mprage-20140518_y.png,s09,bas-avanto-mprage,freesurfer,Coronal
73,freesurfer/s09-bas-si-avanto-21-mprage-20140518/s09-bas-si-avanto-21-mprage-20140518_x.png,s09,bas-avanto-mprage,freesurfer,Sagittal
74,freesurfer/s09-bas-si-avanto-21-mprage-20140518/s09-bas-si-avanto-21-mprage-20140518_z.png,s09,bas-avanto-mprage,freesurfer,Axial
75,freesurfer/s06-ber-si-triotim-5-mprage_r01-20140520/s06-ber-si-triotim-5-mprage_r01-20140520_z.png,s06,ber-triotim-mprage,freesurfer,Axial
76,freesurfer/s06-ber-si-triotim-5-mprage_r01-20140520/s06-ber-si-triotim-5-mprage_r01-20140520_y.png,s06,ber-triotim-mprage,freesurfer,Coronal
77,freesurfer/s06-ber-si-triotim-5-mprage_r01-20140520/s06-ber-si-triotim-5-mprage_r01-20140520_x.png,s06,ber-triotim-mprage,freesurfer,Sagittal
78,freesurfer/s07-mil-ph-intera-1101-sense-20140514/s07-mil-ph-intera-1101-sense-20140514_z.png,s07,mil-intera-sense,freesurfer,Axial
79,freesurfer/s07-mil-ph-intera-1101-sense-20140514/s07-mil-ph-intera-1101-sense-20140514_y.png,s07,mil-intera-sense,freesurfer,Coronal
80,freesurfer/s07-mil-ph-intera-1101-sense-20140514/s07-mil-ph-intera-1101-sense-20140514_x.png,s07,mil-intera-sense,freesurfer,Sagittal
81,freesurfer/s02-bas-si-prisma-7-mprage-20140518/s02-bas-si-prisma-7-mprage-20140518_z.png,s02,bas-prisma-mprage,freesurfer,Axial
82,freesurfer/s02-bas-si-prisma-7-mprage-20140518/s02-bas-si-prisma-7-mprage-20140518_x.png,s02,bas-prisma-mprage,freesurfer,Sagittal
83,freesurfer/s02-bas-si-prisma-7-mprage-20140518/s02-bas-si-prisma-7-mprage-20140518_y.png,s02,bas-prisma-mprage,freesurfer,Coronal
84,freesurfer/s06-bas-si-avanto-6-mprage-20140518/s06-bas-si-avanto-6-mprage-20140518_y.png,s06,bas-avanto-mprage,freesurfer,Coronal
85,freesurfer/s06-bas-si-avanto-6-mprage-20140518/s06-bas-si-avanto-6-mprage-20140518_x.png,s06,bas-avanto-mprage,freesurfer,Sagittal
86,freesurfer/s06-bas-si-avanto-6-mprage-20140518/s06-bas-si-avanto-6-mprage-20140518_z.png,s06,bas-avanto-mprage,freesurfer,Axial
87,freesurfer/s06-bas-si-skyra-10-t1se-20140518/s06-bas-si-skyra-10-t1se-20140518_y.png,s06,bas-skyra-t1se,freesurfer,Coronal
88,freesurfer/s06-bas-si-skyra-10-t1se-20140518/s06-bas-si-skyra-10-t1se-20140518_x.png,s06,bas-skyra-t1se,freesurfer,Sagittal
89,freesurfer/s06-bas-si-skyra-10-t1se-20140518/s06-bas-si-skyra-10-t1se-20140518_z.png,s06,bas-skyra-t1se,freesurfer,Axial
90,freesurfer/s02-mil-ph-intera-401-sense-20140510/s02-mil-ph-intera-401-sense-20140510_y.png,s02,mil-intera-sense,freesurfer,Coronal
91,freesurfer/s02-mil-ph-intera-401-sense-20140510/s02-mil-ph-intera-401-sense-20140510_x.png,s02,mil-intera-sense,freesurfer,Sagittal
92,freesurfer/s02-mil-ph-intera-401-sense-20140510/s02-mil-ph-intera-401-sense-20140510_z.png,s02,mil-intera-sense,freesurfer,Axial
93,freesurfer/s02-ams-ge-discovery-8-fspgr-20140519/s02-ams-ge-discovery-8-fspgr-20140519_y.png,s02,ams-discovery-fspgr,freesurfer,Coronal
94,freesurfer/s02-ams-ge-discovery-8-fspgr-20140519/s02-ams-ge-discovery-8-fspgr-20140519_x.png,s02,ams-discovery-fspgr,freesurfer,Sagittal
95,freesurfer/s02-ams-ge-discovery-8-fspgr-20140519/s02-ams-ge-discovery-8-fspgr-20140519_z.png,s02,ams-discovery-fspgr,freesurfer,Axial
96,freesurfer/s11-bas-si-skyra-6-mprage-20140518/s11-bas-si-skyra-6-mprage-20140518_y.png,s11,bas-skyra-mprage,freesurfer,Coronal
97,freesurfer/s11-bas-si-skyra-6-mprage-20140518/s11-bas-si-skyra-6-mprage-20140518_x.png,s11,bas-skyra-mprage,freesurfer,Sagittal
98,freesurfer/s11-bas-si-skyra-6-mprage-20140518/s11-bas-si-skyra-6-mprage-20140518_z.png,s11,bas-skyra-mprage,freesurfer,Axial
99,freesurfer/s00-osl-ge-signa-3-fspgr-20140522/s00-osl-ge-signa-3-fspgr-20140522_z.png,s00,osl-signa-fspgr,freesurfer,Axial
100,freesurfer/s00-osl-ge-signa-3-fspgr-20140522/s00-osl-ge-signa-3-fspgr-20140522_y.png,s00,osl-signa-fspgr,freesurfer,Coronal
101,freesurfer/s00-osl-ge-signa-3-fspgr-20140522/s00-osl-ge-signa-3-fspgr-20140522_x.png,s00,osl-signa-fspgr,freesurfer,Sagittal
102,freesurfer/s00-bas-si-prisma-7-mprage-20140518/s00-bas-si-prisma-7-mprage-20140518_y.png,s00,bas-prisma-mprage,freesurfer,Coronal
103,freesurfer/s00-bas-si-prisma-7-mprage-20140518/s00-bas-si-prisma-7-mprage-20140518_x.png,s00,bas-prisma-mprage,freesurfer,Sagittal
104,freesurfer/s00-bas-si-prisma-7-mprage-20140518/s00-bas-si-prisma-7-mprage-20140518_z.png,s00,bas-prisma-mprage,freesurfer,Axial
105,freesurfer/s04-bas-si-avanto-21-mprage-20140518/s04-bas-si-avanto-21-mprage-20140518_y.png,s04,bas-avanto-mprage,freesurfer,Coronal
106,freesurfer/s04-bas-si-avanto-21-mprage-20140518/s04-bas-si-avanto-21-mprage-20140518_x.png,s04,bas-avanto-mprage,freesurfer,Sagittal
107,freesurfer/s04-bas-si-avanto-21-mprage-20140518/s04-bas-si-avanto-21-mprage-20140518_z.png,s04,bas-avanto-mprage,freesurfer,Axial
108,freesurfer/s06-sf-si-skyra-21-mprage-20140327/s06-sf-si-skyra-21-mprage-20140327_y.png,s06,sf-skyra-mprage,freesurfer,Coronal
109,freesurfer/s06-sf-si-skyra-21-mprage-20140327/s06-sf-si-skyra-21-mprage-20140327_x.png,s06,sf-skyra-mprage,freesurfer,Sagittal
110,freesurfer/s06-sf-si-skyra-21-mprage-20140327/s06-sf-si-skyra-21-mprage-20140327_z.png,s06,sf-skyra-mprage,freesurfer,Axial
111,freesurfer/s11-bas-si-skyra-10-t1se-20140518/s11-bas-si-skyra-10-t1se-20140518_x.png,s11,bas-skyra-t1se,freesurfer,Sagittal
112,freesurfer/s11-bas-si-skyra-10-t1se-20140518/s11-bas-si-skyra-10-t1se-20140518_y.png,s11,bas-skyra-t1se,freesurfer,Coronal
113,freesurfer/s11-bas-si-skyra-10-t1se-20140518/s11-bas-si-skyra-10-t1se-20140518_z.png,s11,bas-skyra-t1se,freesurfer,Axial
114,freesurfer/s09-sf-si-skyra-7-mprage-20140331/s09-sf-si-skyra-7-mprage-20140331_z.png,s09,sf-skyra-mprage,freesurfer,Axial
115,freesurfer/s09-sf-si-skyra-7-mprage-20140331/s09-sf-si-skyra-7-mprage-20140331_x.png,s09,sf-skyra-mprage,freesurfer,Sagittal
116,freesurfer/s09-sf-si-skyra-7-mprage-20140331/s09-sf-si-skyra-7-mprage-20140331_y.png,s09,sf-skyra-mprage,freesurfer,Coronal
117,freesurfer/s03-bas-si-skyra-16-mprage-20140518/s03-bas-si-skyra-16-mprage-20140518_z.png,s03,bas-skyra-mprage,freesurfer,Axial
118,freesurfer/s03-bas-si-skyra-16-mprage-20140518/s03-bas-si-skyra-16-mprage-20140518_x.png,s03,bas-skyra-mprage,freesurfer,Sagittal
119,freesurfer/s03-bas-si-skyra-16-mprage-20140518/s03-bas-si-skyra-16-mprage-20140518_y.png,s03,bas-skyra-mprage,freesurfer,Coronal
120,freesurfer/s00-ber-si-sonata-5-mprage-20140520/s00-ber-si-sonata-5-mprage-20140520_y.png,s00,ber-sonata-mprage,freesurfer,Coronal
121,freesurfer/s00-ber-si-sonata-5-mprage-20140520/s00-ber-si-sonata-5-mprage-20140520_x.png,s00,ber-sonata-mprage,freesurfer,Sagittal
122,freesurfer/s00-ber-si-sonata-5-mprage-20140520/s00-ber-si-sonata-5-mprage-20140520_z.png,s00,ber-sonata-mprage,freesurfer,Axial
123,freesurfer/s08-osl-ge-signa-7-fspgr-20140522/s08-osl-ge-signa-7-fspgr-20140522_y.png,s08,osl-signa-fspgr,freesurfer,Coronal
124,freesurfer/s08-osl-ge-signa-7-fspgr-20140522/s08-osl-ge-signa-7-fspgr-20140522_x.png,s08,osl-signa-fspgr,freesurfer,Sagittal
125,freesurfer/s08-osl-ge-signa-7-fspgr-20140522/s08-osl-ge-signa-7-fspgr-20140522_z.png,s08,osl-signa-fspgr,freesurfer,Axial
126,freesurfer/s07-mil-ph-intera-601-sense-20140514/s07-mil-ph-intera-601-sense-20140514_y.png,s07,mil-intera-sense,freesurfer,Coronal
127,freesurfer/s07-mil-ph-intera-601-sense-20140514/s07-mil-ph-intera-601-sense-20140514_x.png,s07,mil-intera-sense,freesurfer,Sagittal
128,freesurfer/s07-mil-ph-intera-601-sense-20140514/s07-mil-ph-intera-601-sense-20140514_z.png,s07,mil-intera-sense,freesurfer,Axial
129,freesurfer/s01-sf-si-skyra-7-mprage-20140614/s01-sf-si-skyra-7-mprage-20140614_y.png,s01,sf-skyra-mprage,freesurfer,Coronal
130,freesurfer/s01-sf-si-skyra-7-mprage-20140614/s01-sf-si-skyra-7-mprage-20140614_x.png,s01,sf-skyra-mprage,freesurfer,Sagittal
131,freesurfer/s01-sf-si-skyra-7-mprage-20140614/s01-sf-si-skyra-7-mprage-20140614_z.png,s01,sf-skyra-mprage,freesurfer,Axial
132,freesurfer/s05-bas-si-skyra-6-mprage-20140518/s05-bas-si-skyra-6-mprage-20140518_z.png,s05,bas-skyra-mprage,freesurfer,Axial
133,freesurfer/s05-bas-si-skyra-6-mprage-20140518/s05-bas-si-skyra-6-mprage-20140518_x.png,s05,bas-skyra-mprage,freesurfer,Sagittal
134,freesurfer/s05-bas-si-skyra-6-mprage-20140518/s05-bas-si-skyra-6-mprage-20140518_y.png,s05,bas-skyra-mprage,freesurfer,Coronal
135,freesurfer/s09-osl-ge-signa-7-fspgr-20140521/s09-osl-ge-signa-7-fspgr-20140521_y.png,s09,osl-signa-fspgr,freesurfer,Coronal
136,freesurfer/s09-osl-ge-signa-7-fspgr-20140521/s09-osl-ge-signa-7-fspgr-20140521_x.png,s09,osl-signa-fspgr,freesurfer,Sagittal
137,freesurfer/s09-osl-ge-signa-7-fspgr-20140521/s09-osl-ge-signa-7-fspgr-20140521_z.png,s09,osl-signa-fspgr,freesurfer,Axial
138,freesurfer/s07-ber-si-triotim-5-mprage_r01-20140520/s07-ber-si-triotim-5-mprage_r01-20140520_z.png,s07,ber-triotim-mprage,freesurfer,Axial
139,freesurfer/s07-ber-si-triotim-5-mprage_r01-20140520/s07-ber-si-triotim-5-mprage_r01-20140520_y.png,s07,ber-triotim-mprage,freesurfer,Coronal
140,freesurfer/s07-ber-si-triotim-5-mprage_r01-20140520/s07-ber-si-triotim-5-mprage_r01-20140520_x.png,s07,ber-triotim-mprage,freesurfer,Sagittal
141,freesurfer/s03-mil-ph-intera-401-sense-20140514/s03-mil-ph-intera-401-sense-20140514_z.png,s03,mil-intera-sense,freesurfer,Axial
142,freesurfer/s03-mil-ph-intera-401-sense-20140514/s03-mil-ph-intera-401-sense-20140514_x.png,s03,mil-intera-sense,freesurfer,Sagittal
143,freesurfer/s03-mil-ph-intera-401-sense-20140514/s03-mil-ph-intera-401-sense-20140514_y.png,s03,mil-intera-sense,freesurfer,Coronal
144,freesurfer/s10-bas-si-avanto-6-mprage-20140518/s10-bas-si-avanto-6-mprage-20140518_y.png,s10,bas-avanto-mprage,freesurfer,Coronal
145,freesurfer/s10-bas-si-avanto-6-mprage-20140518/s10-bas-si-avanto-6-mprage-20140518_x.png,s10,bas-avanto-mprage,freesurfer,Sagittal
146,freesurfer/s10-bas-si-avanto-6-mprage-20140518/s10-bas-si-avanto-6-mprage-20140518_z.png,s10,bas-avanto-mprage,freesurfer,Axial
147,freesurfer/s11-bas-si-prisma-4-t1se-20140518/s11-bas-si-prisma-4-t1se-20140518_z.png,s11,bas-prisma-t1se,freesurfer,Axial
148,freesurfer/s11-bas-si-prisma-4-t1se-20140518/s11-bas-si-prisma-4-t1se-20140518_x.png,s11,bas-prisma-t1se,freesurfer,Sagittal
149,freesurfer/s11-bas-si-prisma-4-t1se-20140518/s11-bas-si-prisma-4-t1se-20140518_y.png,s11,bas-prisma-t1se,freesurfer,Coronal
150,freesurfer/s10-sf-si-skyra-21-mprage-20140408/s10-sf-si-skyra-21-mprage-20140408_z.png,s10,sf-skyra-mprage,freesurfer,Axial
151,freesurfer/s10-sf-si-skyra-21-mprage-20140408/s10-sf-si-skyra-21-mprage-20140408_x.png,s10,sf-skyra-mprage,freesurfer,Sagittal
152,freesurfer/s10-sf-si-skyra-21-mprage-20140408/s10-sf-si-skyra-21-mprage-20140408_y.png,s10,sf-skyra-mprage,freesurfer,Coronal
153,freesurfer/s10-sf-si-skyra-7-mprage-20140324/s10-sf-si-skyra-7-mprage-20140324_y.png,s10,sf-skyra-mprage,freesurfer,Coronal
154,freesurfer/s10-sf-si-skyra-7-mprage-20140324/s10-sf-si-skyra-7-mprage-20140324_x.png,s10,sf-skyra-mprage,freesurfer,Sagittal
155,freesurfer/s10-sf-si-skyra-7-mprage-20140324/s10-sf-si-skyra-7-mprage-20140324_z.png,s10,sf-skyra-mprage,freesurfer,Axial
156,freesurfer/s05-sf-si-skyra-21-mprage-20140326/s05-sf-si-skyra-21-mprage-20140326_z.png,s05,sf-skyra-mprage,freesurfer,Axial
157,freesurfer/s05-sf-si-skyra-21-mprage-20140326/s05-sf-si-skyra-21-mprage-20140326_x.png,s05,sf-skyra-mprage,freesurfer,Sagittal
158,freesurfer/s05-sf-si-skyra-21-mprage-20140326/s05-sf-si-skyra-21-mprage-20140326_y.png,s05,sf-skyra-mprage,freesurfer,Coronal
159,freesurfer/s10-mil-ph-intera-501-mprage-20140514/s10-mil-ph-intera-501-mprage-20140514_x.png,s10,mil-intera-mprage,freesurfer,Sagittal
160,freesurfer/s10-mil-ph-intera-501-mprage-20140514/s10-mil-ph-intera-501-mprage-20140514_y.png,s10,mil-intera-mprage,freesurfer,Coronal
161,freesurfer/s10-mil-ph-intera-501-mprage-20140514/s10-mil-ph-intera-501-mprage-20140514_z.png,s10,mil-intera-mprage,freesurfer,Axial
162,freesurfer/s01-ber-si-sonata-5-mprage-20140520/s01-ber-si-sonata-5-mprage-20140520_z.png,s01,ber-sonata-mprage,freesurfer,Axial
163,freesurfer/s01-ber-si-sonata-5-mprage-20140520/s01-ber-si-sonata-5-mprage-20140520_y.png,s01,ber-sonata-mprage,freesurfer,Coronal
164,freesurfer/s01-ber-si-sonata-5-mprage-20140520/s01-ber-si-sonata-5-mprage-20140520_x.png,s01,ber-sonata-mprage,freesurfer,Sagittal
165,freesurfer/s06-osl-ge-signa-3-fspgr-20140522/s06-osl-ge-signa-3-fspgr-20140522_z.png,s06,osl-signa-fspgr,freesurfer,Axial
166,freesurfer/s06-osl-ge-signa-3-fspgr-20140522/s06-osl-ge-signa-3-fspgr-20140522_y.png,s06,osl-signa-fspgr,freesurfer,Coronal
167,freesurfer/s06-osl-ge-signa-3-fspgr-20140522/s06-osl-ge-signa-3-fspgr-20140522_x.png,s06,osl-signa-fspgr,freesurfer,Sagittal
168,freesurfer/s01-mil-ph-intera-1001-mprage-20140516/s01-mil-ph-intera-1001-mprage-20140516_z.png,s01,mil-intera-mprage,freesurfer,Axial
169,freesurfer/s01-mil-ph-intera-1001-mprage-20140516/s01-mil-ph-intera-1001-mprage-20140516_y.png,s01,mil-intera-mprage,freesurfer,Coronal
170,freesurfer/s01-mil-ph-intera-1001-mprage-20140516/s01-mil-ph-intera-1001-mprage-20140516_x.png,s01,mil-intera-mprage,freesurfer,Sagittal
171,freesurfer/s11-bas-si-avanto-8-mprage-20140518/s11-bas-si-avanto-8-mprage-20140518_z.png,s11,bas-avanto-mprage,freesurfer,Axial
